community_id,id,author_mod,replies,favorites,retweets,total,source
404,436188967726104576,0,0,0,0,0,Twitter for Websites
404,435815482084446208,0,0,0,0,0,Twitter for Websites
404,431126680308957185,0,0,1,2,3,Twitter Web Client
404,431109643947872256,0,0,0,0,0,Twitter Web Client
404,435541427196395520,0,0,0,1,1,Twitter for Websites
404,433736419257753602,0,0,0,2,2,Twitter for Websites
404,431565978128752640,0,0,0,1,1,TweetDeck
404,431451725090664448,0,0,0,0,0,Twitter for Websites
404,431174653831176193,0,0,0,0,0,Twitter for Websites
404,431104428519993346,0,0,0,0,0,TweetDeck
404,427201807270825984,0,0,1,1,2,Hootsuite
404,426494265879842817,0,0,0,0,0,Twitter for Websites
404,426453389635883012,0,0,0,0,0,Twitter for Websites
404,426087072365965312,0,0,0,0,0,Twitter for Websites
404,425975412783874048,0,0,1,1,2,TweetDeck
404,425837608258650112,0,0,0,0,0,Twitter for Websites
404,425814905296392192,0,0,0,0,0,Twitter for Websites
404,425715265033076737,0,0,0,1,1,Twitter for Websites
404,426126757712773120,0,1,0,0,1,TweetDeck
404,425831661142425602,0,0,0,0,0,Twitter Web Client
404,425825521755107328,0,0,0,0,0,Twitter for Websites
404,425722704210055168,0,1,5,13,19,Twitter Web Client
404,428214826175713280,0,0,0,0,0,Twitter Web Client
404,425748615920111616,0,0,0,0,0,Hootsuite
404,429111022922653696,0,0,0,0,0,TweetDeck
404,421416348791492608,0,0,0,0,0,Facebook
404,418856635822403584,0,0,0,0,0,Twitter for Websites
404,418596929132453888,0,0,0,0,0,Twitter for Websites
404,418553295133609984,0,0,1,0,1,Twitter for Websites
404,418445389742628864,0,0,0,0,0,Twitter for Websites
404,418440650968023040,0,0,0,1,1,Facebook
404,418140142402949120,0,0,1,0,1,Twitter for Websites
404,417885007781588992,0,0,0,0,0,Hootsuite
404,417729134421217281,0,0,1,1,2,Twitter for Websites
404,417682888227033090,0,0,0,0,0,Hootsuite
404,417458556837715969,0,0,0,0,0,Twitter for Websites
404,417012654222241792,0,0,0,0,0,Facebook
404,416988927820435457,0,0,0,0,0,Twitter for Websites
404,416733643633987584,0,0,0,1,1,Facebook
404,416710515197739008,0,0,0,0,0,Hootsuite
404,416665551654498304,0,4,1,3,8,Twitter for Mac
404,440675041013792769,0,0,3,0,3,Twitter for Android
404,440499333574565890,0,0,0,1,1,Twitter for Android
404,442234493085052929,0,0,2,2,4,Twitter for Android
404,437759109094330368,0,0,0,0,0,Twitter for Android
404,434169250614239232,0,0,0,1,1,Twitter for Android
404,421014352242561024,0,0,0,0,0,Twitter Web Client
404,420707948571025409,0,0,5,10,15,TweetDeck
404,420407958733074432,0,0,0,0,0,Facebook
404,420295041257463808,0,0,1,1,2,Twitter for Websites
404,420251514234355712,0,0,0,0,0,Twitter for Websites
404,419595730488025088,0,0,0,0,0,Twitter for Websites
404,419160150235033601,0,0,1,1,2,Facebook
404,419155507572506624,0,0,1,2,3,Twitter for Websites
404,419000064468467713,0,0,0,0,0,Twitter for Websites
404,418979611871944704,0,0,0,0,0,Twitter for Websites
404,418979147579277312,0,0,0,0,0,Twitter for Websites
404,420943681831456768,0,0,2,0,2,Twitter for Websites
404,418959628072787968,0,2,0,0,2,Twitter Web Client
404,431928887811907585,0,0,0,0,0,Twitter Web Client
404,431910357758521344,0,0,0,0,0,Twitter for Websites
404,431910060835360768,0,0,0,0,0,Twitter for Websites
404,429674966737362944,0,0,0,0,0,Twitter for Websites
404,429674588230807552,0,0,0,0,0,Twitter for Websites
404,424307037883744256,0,0,1,0,1,Twitter for Websites
404,415201816347811840,0,0,0,0,0,Twitter for Websites
404,415046030204215296,0,10,1,1,12,TweetDeck
404,414827009533939712,0,0,0,1,1,TweetDeck
404,414826860879421440,0,0,0,0,0,TweetDeck
404,420352366315974657,0,0,0,0,0,Twitter for Websites
404,412848883912294400,0,0,1,1,2,Tweetbot for iOS
404,450540911458406402,0,0,0,0,0,Twitter for Websites
404,421552470246948864,0,0,0,0,0,Twitter for Websites
404,423249064856014848,0,0,0,0,0,Twitter for Websites
404,413093827411324929,0,0,0,0,0,Twitter for Websites
394,446794177977012224,0,0,0,0,0,Twitter for Android
394,446599317986344960,1,0,0,0,0,Twitter for Websites
394,443129942482485248,1,0,0,1,1,Twitter for Websites
394,436168925902929920,1,0,0,0,0,Twitter for Websites
394,436173674131894272,1,0,0,0,0,Twitter for Websites
394,436176020429762560,1,0,0,0,0,Twitter for Websites
394,435354732971192320,0,0,1,1,2,Twitter for Android
394,435353962888175616,1,0,2,2,4,Twitter for Websites
394,441326266625433600,0,0,0,1,1,Twitter for Websites
394,434255766824816640,1,0,0,1,1,Twitter Web Client
394,433565617925287936,1,0,0,0,0,Twitter for Websites
394,433568463676637184,1,0,0,0,0,Twitter for Websites
394,434243158721835008,1,0,1,0,1,Twitter for Websites
394,434243717323436032,1,0,0,0,0,Twitter for Websites
394,431696386967351297,1,0,0,0,0,Twitter for Websites
394,433565442330730496,1,0,0,0,0,Twitter for Websites
394,442964150382120960,0,0,0,0,0,Twitter for Websites
394,431696009563877376,1,0,0,0,0,Twitter for Websites
394,431098504975380481,1,0,0,0,0,Twitter for Websites
394,441327121151975424,0,0,1,2,3,Twitter for Websites
394,431696231102828544,1,0,0,0,0,Twitter for Websites
394,431058397685768193,1,0,0,2,2,Twitter for Websites
394,431058754423902208,1,0,0,1,1,Twitter for Websites
394,431695883495669760,1,0,0,0,0,Twitter for Websites
394,431058600455200770,1,0,0,1,1,Twitter for Websites
394,430764579820281856,1,0,0,1,1,Twitter for Websites
60,312826743113277441,0,6,1,2,9,Twitter Web Client
60,325973888016195584,0,0,0,0,0,Twitter for Websites
60,325956934865940480,0,0,0,0,0,Twitter Web Client
60,325956095698935808,0,0,0,1,1,Twitter Web Client
60,322494078480707584,0,0,0,1,1,Twitter for Websites
60,321935012062711808,0,0,0,0,0,Twitter for Websites
60,321717044364075008,0,0,0,0,0,Twitter for Websites
60,320682764452130817,0,0,0,0,0,Google
60,320678160175865857,0,0,0,0,0,Facebook
60,320435283805995008,0,0,0,0,0,Twitter for Websites
60,319800142788169728,0,0,0,0,0,Facebook
60,319799099811565569,0,0,0,0,0,Facebook
60,318863128655958016,0,0,0,0,0,Facebook
60,318024639068651520,0,0,0,0,0,Twitter for Websites
60,317934471447982081,0,0,0,0,0,Twitter for Websites
60,317313201463246848,0,0,0,0,0,Hootsuite
60,317312946453753857,0,0,0,0,0,Hootsuite
60,317053264405331969,0,0,0,0,0,Twitter for Websites
60,316492094967525376,0,0,0,0,0,Twitter for Websites
60,316491927795167232,0,0,0,0,0,Twitter for Websites
60,316478417304444928,0,0,0,0,0,Facebook
60,315060651242422272,0,0,0,0,0,Facebook
60,315057445770784769,0,0,0,1,1,Hootsuite
60,315057443946246144,0,0,0,0,0,Hootsuite
60,314314715654397952,0,0,0,0,0,Facebook
60,314119633739317249,0,0,0,0,0,Twitter for Websites
60,313390935692169217,0,0,0,0,0,Facebook
60,312713504928985088,0,0,1,0,1,Twitter for Websites
60,312318084465717248,0,0,0,0,0,Facebook
60,311994113232863232,0,0,0,0,0,Facebook
60,310819829013696512,0,0,0,1,1,Twitter for Websites
60,324259064894865409,0,0,0,0,0,Twitter for Websites
60,316274424108175360,0,0,0,0,0,Twitter for iPad
60,319063817088798721,0,0,0,0,0,Twitter Web Client
60,314276919287885824,0,2,0,3,5,Twitter Web Client
60,314435830452191232,0,0,0,1,1,Twitter for Websites
60,319006212677054464,0,0,1,0,1,Twitter for Websites
60,319442490933518337,0,1,0,0,1,Twitter Web Client
60,314670101792186368,0,0,0,0,0,Twitter for Websites
60,322287619818024962,0,0,0,0,0,Twitter for Websites
60,324140817201651713,0,0,0,0,0,Twitter for Websites
57,433507414101331968,1,0,0,0,0,Twitter for Websites
28,250887386916069376,0,0,0,0,0,Twitter for Websites
28,218303602010234882,0,0,0,0,0,Twitter for Websites
26,365917618579836928,0,0,0,0,0,Facebook
26,365917180006633472,0,0,0,0,0,Twitter for Websites
26,230354677202554881,0,1,0,0,1,Twitter Web Client
26,382232746774384643,0,5,0,0,5,TweetDeck
26,315169940850241536,0,6,0,1,7,Hootsuite
454,450679065885016064,1,0,0,2,2,Buffer
454,458198728881750016,1,0,1,4,5,Buffer
454,476102689173299200,1,0,0,1,1,Buffer
454,447849795294478336,0,0,1,1,2,Twitter for Websites
454,454739650590961664,0,0,2,3,5,iOS
454,420195324133531649,1,0,0,1,1,Twitter for iPhone
454,415128458545876992,1,0,0,1,1,Buffer
454,453479513372905472,0,1,0,0,1,Twitter for iPhone
454,453476095393034241,1,1,0,1,2,Buffer
454,417674025285189632,1,0,0,2,2,Buffer
454,402987442539462656,1,0,0,0,0,Twitter for Websites
454,446623305382899712,0,1,0,0,1,
454,446579461073682432,1,1,0,1,2,Buffer
454,448965390673014784,0,0,0,0,0,Twitter for Websites
454,423123625211097088,0,0,0,1,1,Hootsuite
454,422751938611281920,1,0,2,3,5,Buffer
454,463634576842448896,1,0,0,1,1,Buffer
454,420210721751052288,1,0,0,0,0,Buffer
454,442948082276519936,1,0,0,3,3,Buffer
454,432933441269940224,0,0,0,1,1,Hootsuite
454,430352560709705729,1,0,2,3,5,Buffer
454,432889218285989888,1,0,0,1,1,Buffer
454,425284105941823488,1,0,0,2,2,Buffer
454,405372606720655360,0,0,0,0,0,Twitter for Websites
454,437946271656316928,1,0,0,1,1,Buffer
454,478520566128058368,0,0,0,0,0,Facebook
454,478493453660483584,1,0,0,3,3,Buffer
454,465845847998353408,1,0,0,1,1,Buffer
454,402984253136187392,1,2,0,0,2,Twitter for Websites
454,403186984778072064,0,0,0,0,0,Twitter for Websites
454,468344348774785024,1,0,0,2,2,Buffer
454,409449880201875457,0,0,0,0,0,Twitter for Websites
454,402990778055536640,1,0,0,0,0,iOS
454,403176364225753088,0,1,0,0,1,Twitter for Websites
454,483929267383066624,1,0,0,2,2,Buffer
454,473566003486797824,1,0,1,3,4,Buffer
