id,replies,favorites,retweets,total,source
306787028786348032,0,0,0,0,TweetDeck
294934206298083330,0,0,0,0,Twitter for Websites
306827289788837888,0,0,1,1,TweetDeck
306833579932012544,0,0,0,0,TweetDeck
308394169024540673,0,2,0,2,Twitter for Websites
308385705183289344,1,0,0,1,Twitter Web Client
307616741478002689,1,2,2,5,TweetDeck
306871329544626176,0,1,0,1,TweetDeck
307494432901574656,0,0,0,0,TweetDeck
306878877643448320,0,1,0,1,TweetDeck
296748047709376512,0,1,0,1,Twitter Web Client
307555336997453824,0,0,0,0,TweetDeck
309118286157713408,0,1,0,1,Twitter for Websites
307509782867218432,0,0,0,0,TweetDeck
295720524313686016,0,0,0,0,Twitter Web Client
306458887232552962,0,0,0,0,Hootsuite
306457295880089600,3,0,0,3,Twitter for Websites
312000376494780417,0,0,0,0,Twitter for Websites
292267104848183296,0,0,0,0,Facebook
291913186981060608,0,0,1,1,Twitter Web Client
346996387277316097,0,0,0,0,Twitter Web Client
292350300759674880,0,1,0,1,Twitter for Websites
285166170292752385,0,0,0,0,Twitter for Websites
285165366047559681,0,0,0,0,Twitter for Websites
439931416244400129,0,1,1,2,Twitter Web Client
439930488330125313,0,0,0,0,Tweetbot for iOS
439929631496339456,0,0,0,0,Twitter for Websites
440574641837334528,0,1,0,1,Twitter for iPhone
439284456373772288,0,0,1,1,Twitter for iPhone
439269055996784640,0,0,0,0,Twitter for iPhone
442758819660062721,0,2,0,2,Twitter Web Client
439159163026161665,0,0,0,0,Twitter Web Client
439047128992583680,0,0,0,0,Facebook
438793084692742144,0,0,0,0,Twitter Web Client
434612086002307072,0,1,0,1,Twitter for Websites
462330992984727552,0,0,0,0,Twitter for Websites
437946104835887104,0,1,2,3,Twitter for Websites
437664561957572608,0,0,0,0,Twitter for Websites
436909937575227392,0,0,0,0,Twitter for Websites
435239384430829568,0,0,1,1,Twitter for Websites
435049652400824320,0,0,0,0,Twitter for Websites
434661106863177728,0,1,1,2,Twitter for Websites
434442679230160896,0,1,8,9,TweetDeck
434442096758386688,0,0,1,1,Twitter Web Client
434142325392957440,0,1,0,1,Twitter Web Client
436552912341598208,0,0,0,0,Hootsuite
436384209041518592,0,0,0,0,Twitter for Websites
436220272468049920,0,0,0,0,Hootsuite
436188967726104576,0,0,0,0,Twitter for Websites
435815482084446208,0,0,0,0,Twitter for Websites
431126680308957185,0,1,2,3,Twitter Web Client
431109643947872256,0,0,0,0,Twitter Web Client
435541427196395520,0,0,1,1,Twitter for Websites
433736419257753602,0,0,2,2,Twitter for Websites
431565978128752640,0,0,1,1,TweetDeck
431451725090664448,0,0,0,0,Twitter for Websites
431174653831176193,0,0,0,0,Twitter for Websites
431104428519993346,0,0,0,0,TweetDeck
427201807270825984,0,1,1,2,Hootsuite
426494265879842817,0,0,0,0,Twitter for Websites
426453389635883012,0,0,0,0,Twitter for Websites
426087072365965312,0,0,0,0,Twitter for Websites
425975412783874048,0,1,1,2,TweetDeck
425837608258650112,0,0,0,0,Twitter for Websites
425814905296392192,0,0,0,0,Twitter for Websites
425715265033076737,0,0,1,1,Twitter for Websites
426126757712773120,1,0,0,1,TweetDeck
425831661142425602,0,0,0,0,Twitter Web Client
425825521755107328,0,0,0,0,Twitter for Websites
425722704210055168,1,5,13,19,Twitter Web Client
428214826175713280,0,0,0,0,Twitter Web Client
425748615920111616,0,0,0,0,Hootsuite
429111022922653696,0,0,0,0,TweetDeck
421416348791492608,0,0,0,0,Facebook
418856635822403584,0,0,0,0,Twitter for Websites
418596929132453888,0,0,0,0,Twitter for Websites
418553295133609984,0,1,0,1,Twitter for Websites
418445389742628864,0,0,0,0,Twitter for Websites
418440650968023040,0,0,1,1,Facebook
418140142402949120,0,1,0,1,Twitter for Websites
417885007781588992,0,0,0,0,Hootsuite
417729134421217281,0,1,1,2,Twitter for Websites
417682888227033090,0,0,0,0,Hootsuite
417458556837715969,0,0,0,0,Twitter for Websites
417012654222241792,0,0,0,0,Facebook
416988927820435457,0,0,0,0,Twitter for Websites
416733643633987584,0,0,1,1,Facebook
416710515197739008,0,0,0,0,Hootsuite
416665551654498304,4,1,3,8,Twitter for Mac
440675041013792769,0,3,0,3,Twitter for Android
440499333574565890,0,0,1,1,Twitter for Android
442234493085052929,0,2,2,4,Twitter for Android
437759109094330368,0,0,0,0,Twitter for Android
434169250614239232,0,0,1,1,Twitter for Android
421014352242561024,0,0,0,0,Twitter Web Client
420707948571025409,0,5,10,15,TweetDeck
420407958733074432,0,0,0,0,Facebook
420295041257463808,0,1,1,2,Twitter for Websites
420251514234355712,0,0,0,0,Twitter for Websites
419595730488025088,0,0,0,0,Twitter for Websites
419160150235033601,0,1,1,2,Facebook
419155507572506624,0,1,2,3,Twitter for Websites
419000064468467713,0,0,0,0,Twitter for Websites
418979611871944704,0,0,0,0,Twitter for Websites
418979147579277312,0,0,0,0,Twitter for Websites
420943681831456768,0,2,0,2,Twitter for Websites
418959628072787968,2,0,0,2,Twitter Web Client
431928887811907585,0,0,0,0,Twitter Web Client
431910357758521344,0,0,0,0,Twitter for Websites
431910060835360768,0,0,0,0,Twitter for Websites
429674966737362944,0,0,0,0,Twitter for Websites
429674588230807552,0,0,0,0,Twitter for Websites
424307037883744256,0,1,0,1,Twitter for Websites
415201816347811840,0,0,0,0,Twitter for Websites
415046030204215296,10,1,1,12,TweetDeck
414827009533939712,0,0,1,1,TweetDeck
414826860879421440,0,0,0,0,TweetDeck
420352366315974657,0,0,0,0,Twitter for Websites
412848883912294400,0,1,1,2,Tweetbot for iOS
450540911458406402,0,0,0,0,Twitter for Websites
421552470246948864,0,0,0,0,Twitter for Websites
423249064856014848,0,0,0,0,Twitter for Websites
413093827411324929,0,0,0,0,Twitter for Websites
446794177977012224,0,0,0,0,Twitter for Android
446599317986344960,0,0,0,0,Twitter for Websites
443129942482485248,0,0,1,1,Twitter for Websites
436168925902929920,0,0,0,0,Twitter for Websites
436173674131894272,0,0,0,0,Twitter for Websites
436176020429762560,0,0,0,0,Twitter for Websites
435354732971192320,0,1,1,2,Twitter for Android
435353962888175616,0,2,2,4,Twitter for Websites
441326266625433600,0,0,1,1,Twitter for Websites
434255766824816640,0,0,1,1,Twitter Web Client
433565617925287936,0,0,0,0,Twitter for Websites
433568463676637184,0,0,0,0,Twitter for Websites
434243158721835008,0,1,0,1,Twitter for Websites
434243717323436032,0,0,0,0,Twitter for Websites
431696386967351297,0,0,0,0,Twitter for Websites
433565442330730496,0,0,0,0,Twitter for Websites
442964150382120960,0,0,0,0,Twitter for Websites
431696009563877376,0,0,0,0,Twitter for Websites
431098504975380481,0,0,0,0,Twitter for Websites
441327121151975424,0,1,2,3,Twitter for Websites
431696231102828544,0,0,0,0,Twitter for Websites
431058397685768193,0,0,2,2,Twitter for Websites
431058754423902208,0,0,1,1,Twitter for Websites
431695883495669760,0,0,0,0,Twitter for Websites
431058600455200770,0,0,1,1,Twitter for Websites
430764579820281856,0,0,1,1,Twitter for Websites
312826743113277441,6,1,2,9,Twitter Web Client
325973888016195584,0,0,0,0,Twitter for Websites
325956934865940480,0,0,0,0,Twitter Web Client
325956095698935808,0,0,1,1,Twitter Web Client
322494078480707584,0,0,1,1,Twitter for Websites
321935012062711808,0,0,0,0,Twitter for Websites
321717044364075008,0,0,0,0,Twitter for Websites
320682764452130817,0,0,0,0,Google
320678160175865857,0,0,0,0,Facebook
320435283805995008,0,0,0,0,Twitter for Websites
319800142788169728,0,0,0,0,Facebook
319799099811565569,0,0,0,0,Facebook
318863128655958016,0,0,0,0,Facebook
318024639068651520,0,0,0,0,Twitter for Websites
317934471447982081,0,0,0,0,Twitter for Websites
317313201463246848,0,0,0,0,Hootsuite
317312946453753857,0,0,0,0,Hootsuite
317053264405331969,0,0,0,0,Twitter for Websites
316492094967525376,0,0,0,0,Twitter for Websites
316491927795167232,0,0,0,0,Twitter for Websites
316478417304444928,0,0,0,0,Facebook
315060651242422272,0,0,0,0,Facebook
315057445770784769,0,0,1,1,Hootsuite
315057443946246144,0,0,0,0,Hootsuite
314314715654397952,0,0,0,0,Facebook
314119633739317249,0,0,0,0,Twitter for Websites
313390935692169217,0,0,0,0,Facebook
312713504928985088,0,1,0,1,Twitter for Websites
312318084465717248,0,0,0,0,Facebook
311994113232863232,0,0,0,0,Facebook
310819829013696512,0,0,1,1,Twitter for Websites
324259064894865409,0,0,0,0,Twitter for Websites
316274424108175360,0,0,0,0,Twitter for iPad
319063817088798721,0,0,0,0,Twitter Web Client
314276919287885824,2,0,3,5,Twitter Web Client
314435830452191232,0,0,1,1,Twitter for Websites
319006212677054464,0,1,0,1,Twitter for Websites
319442490933518337,1,0,0,1,Twitter Web Client
314670101792186368,0,0,0,0,Twitter for Websites
322287619818024962,0,0,0,0,Twitter for Websites
324140817201651713,0,0,0,0,Twitter for Websites
433507414101331968,0,0,0,0,Twitter for Websites
250887386916069376,0,0,0,0,Twitter for Websites
218303602010234882,0,0,0,0,Twitter for Websites
365917618579836928,0,0,0,0,Facebook
365917180006633472,0,0,0,0,Twitter for Websites
230354677202554881,1,0,0,1,Twitter Web Client
382232746774384643,5,0,0,5,TweetDeck
315169940850241536,6,0,1,7,Hootsuite
450679065885016064,0,0,2,2,Buffer
458198728881750016,0,1,4,5,Buffer
476102689173299200,0,0,1,1,Buffer
447849795294478336,0,1,1,2,Twitter for Websites
454739650590961664,0,2,3,5,iOS
420195324133531649,0,0,1,1,Twitter for iPhone
415128458545876992,0,0,1,1,Buffer
453479513372905472,1,0,0,1,Twitter for iPhone
453476095393034241,1,0,1,2,Buffer
417674025285189632,0,0,2,2,Buffer
402987442539462656,0,0,0,0,Twitter for Websites
446623305382899712,1,0,0,1,
446579461073682432,1,0,1,2,Buffer
448965390673014784,0,0,0,0,Twitter for Websites
423123625211097088,0,0,1,1,Hootsuite
422751938611281920,0,2,3,5,Buffer
463634576842448896,0,0,1,1,Buffer
420210721751052288,0,0,0,0,Buffer
442948082276519936,0,0,3,3,Buffer
432933441269940224,0,0,1,1,Hootsuite
430352560709705729,0,2,3,5,Buffer
432889218285989888,0,0,1,1,Buffer
425284105941823488,0,0,2,2,Buffer
405372606720655360,0,0,0,0,Twitter for Websites
437946271656316928,0,0,1,1,Buffer
478520566128058368,0,0,0,0,Facebook
478493453660483584,0,0,3,3,Buffer
465845847998353408,0,0,1,1,Buffer
402984253136187392,2,0,0,2,Twitter for Websites
403186984778072064,0,0,0,0,Twitter for Websites
468344348774785024,0,0,2,2,Buffer
409449880201875457,0,0,0,0,Twitter for Websites
402990778055536640,0,0,0,0,iOS
403176364225753088,1,0,0,1,Twitter for Websites
483929267383066624,0,0,2,2,Buffer
473566003486797824,0,1,3,4,Buffer
447857245435342848,0,1,1,2,Twitter for Websites
450359703487279105,0,0,0,0,Twitter for Websites
238683412939026432,0,0,0,0,Twitter Web Client
249034220364763137,0,0,0,0,Twitter for Websites
248401682113892352,0,0,0,0,Twitter for Websites
274161498287386624,0,0,0,0,Twitter for Websites
289831110412730368,0,0,0,0,Twitter for Websites
265565609625001985,0,0,0,0,Twitter for Websites
265554636340080640,0,0,0,0,Twitter for Websites
289831929686142978,0,0,0,0,Twitter for Websites
289826903974617088,0,0,0,0,Twitter for Websites
264426038774345728,0,1,0,1,Twitter for Websites
289832272222380032,0,0,0,0,Twitter for Websites
289828668476362752,0,0,0,0,Twitter for Websites
289832496105934848,0,0,0,0,Twitter for Websites
289830179273072641,0,0,0,0,Twitter for Websites
263765547450257408,0,0,0,0,Twitter for Websites
265565242522730497,0,0,0,0,Twitter for Websites
21720233240690688,0,0,0,0,twitterfeed
22682862426,0,0,0,0,Twitterrific
22649242884,0,0,0,0,bitly bitlink
22649242876,0,0,0,0,bitly bitlink
407922909294784512,0,1,3,4,Twitter for Websites
406385437469450240,4,0,0,4,Twitter Web Client
379435947974082561,0,0,0,0,Twitter for Websites
448530179326226433,0,0,0,0,Twitter Web Client
448528242837057536,1,1,0,2,Twitter Web Client
435615789308067841,6,0,4,10,YoruFukurou
435615947169091584,1,0,2,3,YoruFukurou
435237578510319616,0,2,2,4,Twitter Web Client
433488863743328257,0,0,3,3,YoruFukurou
433452203852824576,0,1,0,1,YoruFukurou
433452156000014337,0,0,0,0,YoruFukurou
433443007732277249,0,1,6,7,YoruFukurou
464259971102670849,3,2,4,9,Twitter Web Client
429974752241786880,6,0,0,6,TweetDeck
405890467943833601,0,0,1,1,Twitter Web Client
402764460772687872,0,0,0,0,TweetDeck
402739483939856384,2,0,0,2,TweetDeck
401191715396009984,0,0,0,0,twitterfeed
401187058456068096,0,1,0,1,Twitter Web Client
401143326230851584,0,0,0,0,Twitter for Android
401142391391797248,0,0,0,0,Twitter for Android
401137301746495488,0,0,0,0,Twitter for Android
401132385376280576,0,1,1,2,TweetDeck
401130914542923776,3,5,9,17,Tweetbot for Mac
401130728303259648,0,1,1,2,TweetDeck
401130419149500417,4,0,3,7,TweetDeck
401128385746710528,2,0,0,2,TweetDeck
401127665077207040,2,1,0,3,TweetDeck
401125670526283776,11,1,4,16,TweetDeck
401124368912117761,7,0,1,8,TweetDeck
401124271503597569,4,1,1,6,TweetDeck
401122693790978048,2,0,0,2,TweetDeck
401121921544093696,4,0,1,5,TweetDeck
400982708416823296,4,0,0,4,TweetDeck
400981992692400129,1,0,0,1,TweetDeck
400980355752017920,0,0,0,0,TweetDeck
420415849900818432,2,0,4,6,Hootsuite
420310950344798208,1,0,0,1,Twitter Web Client
420108390694531072,0,1,1,2,Twitter Web Client
483789186592292865,6,1,2,9,Twitter Web Client
482663740995694593,2,0,0,2,Twitter Web Client
427320011200266240,6,0,0,6,Twitter Web Client
427225062848999424,0,0,0,0,Twitter Web Client
427224638582571010,0,2,0,2,Twitter Web Client
426934035261054976,0,2,3,5,Twitter Web Client
426841776314277888,0,0,0,0,Twitter Web Client
426841494511562753,2,3,0,5,Twitter Web Client
426841277909327872,0,1,2,3,Twitter Web Client
426837573432926208,0,1,1,2,Twitter Web Client
426837153142681601,0,0,0,0,Twitter Web Client
542867335971737600,4,0,0,4,TweetDeck
423673234761216000,0,0,0,0,Buffer
423663998198767616,0,0,0,0,TweetDeck
446428359468544000,1,0,0,1,Hootsuite
446428185383960576,1,1,1,3,Twitter Web Client
433441674237194240,0,0,2,2,Twitter Web Client
433043460166520832,0,4,4,8,Buffer
