id,replies,favorites,retweets,total,source
433016450614579201,0,8,11,19,Twitter for iPhone
433016427172610049,0,0,0,0,Hootsuite
433015810123399168,0,1,0,1,Hootsuite
432977033396633600,4,13,8,25,Twitter for Mac
370410192342491136,3,0,0,3,Twitter Web Client
357586214896934913,0,1,1,2,bitly bitlink
437276911354802176,0,0,0,0,Twitter for Mac
354217415833423873,0,0,0,0,Twitter Web Client
355738065530130434,3,0,1,4,Twitter Web Client
344976346172231680,0,0,0,0,Hootsuite
341984707824726017,2,0,0,2,Twitter Web Client
355735091848298496,1,0,0,1,Twitter Web Client
444015379678265344,0,0,0,0,Twitter for iPhone
445712293746446336,0,0,0,0,Facebook
395661320298561536,0,0,1,1,Twitter Web Client
395241832981880833,1,0,0,1,Twitter Web Client
391592199571247106,0,0,0,0,Twitter Web Client
390886616081768448,0,0,0,0,Twitter Web Client
383621440282427392,1,1,0,2,Twitter Web Client
383587593687810048,1,0,0,1,Twitter Web Client
383252425609449472,0,1,1,2,Twitter Web Client
359449780881080321,0,0,0,0,Twitter Web Client
300503667881172992,0,0,0,0,twitterfeed
300028262753644544,0,0,0,0,Twitter Web Client
298454678423887872,0,0,1,1,Hootsuite
298454678579064832,0,0,0,0,Hootsuite
447665183650250752,0,0,0,0,Twitter for iPhone
447664735274934272,0,0,0,0,Twitter for iPhone
447663905989734401,0,0,0,0,Twitter for iPhone
308664589741072384,0,0,0,0,TweetDeck
274578292013678592,1,0,0,1,TweetDeck
172885673982963712,0,0,0,0,Hootsuite
172486291223617536,0,0,0,0,TweetDeck
172472838693990400,0,0,2,2,Hootsuite
172461787072036864,0,0,0,0,Hootsuite
172461782701572096,0,0,0,0,Hootsuite
172460533423939584,0,0,0,0,Hootsuite
172459596496125953,0,0,1,1,Hootsuite
172459590934470656,0,0,0,0,Hootsuite
172459587423834112,0,0,0,0,Hootsuite
172459583602819073,0,0,0,0,Hootsuite
172447869255684096,0,0,0,0,TweetDeck
172441240242098177,0,0,0,0,TweetDeck
171441309867974657,0,0,1,1,TweetDeck
182242893937909760,0,0,0,0,Timely by Demandforce
173054101171617794,0,0,0,0,Timely by Demandforce
172814290607288322,0,0,0,0,Timely by Demandforce
170597808330653696,0,0,3,3,Hootsuite
170597242598727680,0,1,7,8,Twitter Web Client
155333580346765312,0,0,0,0,LinkedIn
525085998510657536,1,0,0,1,OS X
495671519616700416,0,0,1,1,Twitter Web Client
495403653264470017,0,0,0,0,IFTTT
495354175182880768,0,0,1,1,GroupTweet
495354169944211456,0,0,2,2,IFTTT
495354173484171265,0,0,0,0,GroupTweet
336483111942619136,0,0,2,2,SocialOomph
336341695560032257,0,0,0,0,Twitter for iPad
336241807258173440,0,0,0,0,TweetCaster for iOS
336239578275004416,0,1,0,1,SocialOomph
336209331253043200,0,0,1,1,SocialOomph
335443405956063234,0,0,1,1,Buffer
335441017694216193,0,0,0,0,SocialOomph
335441015970332672,0,0,0,0,SocialOomph
286239188792266752,0,0,2,2,SocialOomph
285876558130999297,0,0,0,0,SocialOomph
280123391908917248,0,0,0,0,SocialOomph
277606204463804416,0,0,3,3,Buffer
277209240358236161,0,0,1,1,SocialOomph
277178963867074562,0,0,3,3,SocialOomph
203877849076219904,0,0,0,0,Twitter for Android
203836156662652929,0,0,0,0,Seesmic
203836155291119617,0,0,0,0,Seesmic
203836153906995200,0,0,0,0,Seesmic
203083724768813057,0,0,0,0,Timely by Demandforce
202740965625176064,0,0,1,1,Timely by Demandforce
202491578911162370,0,0,0,0,Timely by Demandforce
162638487022080000,0,1,2,3,Twitter Web Client
407741092680192000,0,2,4,6,Hootsuite
163318201038548993,0,0,2,2,Buffer
162625273743945728,0,1,4,5,Twitter Web Client
147067827671666689,0,0,0,0,Facebook
513047595955269632,0,0,0,0,Twitter Web Client
429080148667691009,0,0,0,0,Twitter Web Client
429078542757138433,0,0,0,0,Facebook
429077910910406656,0,0,0,0,Facebook
339443735983177728,1,0,0,1,Twitter Web Client
139183476875345920,0,0,0,0,Twitter Web Client
141241207115350018,0,0,1,1,Hootsuite
141206538378412032,0,0,0,0,Hootsuite
141192974829752320,0,0,1,1,Hootsuite
137606254930558977,0,0,0,0,Twitter Web Client
137546904228724736,0,0,1,1,Hootsuite
137256222339510272,0,0,0,0,Hootsuite
139367586839273472,0,0,1,1,TweetDeck
138422540937854976,0,0,0,0,Twitter Web Client
137887455503331328,0,0,1,1,Twitter Web Client
137887322493554689,0,0,0,0,Twitter Web Client
137886567787270148,0,0,0,0,Twitter Web Client
137753336626683904,0,0,0,0,Twitter Web Client
165519031829405696,1,0,0,1,Twitter Web Client
142296086919380993,0,0,0,0,Twitter for Websites
472060795749023744,1,1,0,2,TweetDeck
269636285189206016,1,0,0,1,Twitter Web Client
269515185499287552,7,1,0,8,Twitter Web Client
221336664029659139,0,1,0,1,TweetDeck
221318786983268353,0,0,0,0,Twitter Web Client
136846569554186241,0,0,0,0,Twitter Web Client
453642891034775553,3,0,0,3,Twitter Web Client
455661307975712768,0,0,2,2,Buffer
466979679119761408,0,0,0,0,Twitter for Websites
468317978723766275,0,0,0,0,Twitter for Websites
467385047972986880,2,0,1,3,Twitter Web Client
467314569367404544,2,2,1,5,Twitter Web Client
487483782807564289,3,0,0,3,Twitter Web Client
464189491293351936,1,0,0,1,TweetDeck
470014160374206464,0,0,1,1,Twitter Web Client
505518654339833856,2,0,0,2,Twitter Web Client
502979028496576512,0,0,3,3,Twitter Web Client
460984422599110658,3,1,3,7,TweetDeck
457384101981347840,0,0,0,0,Twitter for Android Tablets
457381966929620992,0,0,1,1,UberSocial for Android
457375772403970048,0,1,2,3,UberSocial for Android
457375565368946688,0,2,0,2,UberSocial for Android
457360184843591680,16,3,11,30,TweetDeck
226544008187502592,0,0,0,0,Twitter Web Client
218453026837508096,1,0,0,1,Twitter Web Client
218450401580691456,0,0,0,0,Twitter for Websites
468847683508391937,0,1,1,2,Twitter Web Client
468846621355020288,0,0,0,0,Twitter for Websites
473562534629224448,0,0,1,1,Twitter for Websites
488487253002309633,0,0,0,0,twitterfeed
488479455573049345,0,1,1,2,Twitter Web Client
480051683901591552,0,0,0,0,Twitter Web Client
495279345020444673,0,0,1,1,GroupTweet
495279345171443713,1,0,0,1,GroupTweet
495279338108223488,0,0,1,1,IFTTT
